Target_name,Complex_participants,Node_id,Target_type,Target_group,Target_group_score_normalized,Conectivity_Score
elongation factor 1-alpha 2 (ef-1-alpha-2) (eukaryotic elongation factor 1 a-2) (eef1a-2) (statin-s1),None,EEF1A2,0,T4,0.1,0.7339056071234791
elongation factor 2 (ef-2) (ec 3.6.5.-),None,EEF2,0,T4,0.1,0.7125026515241584
egf-containing fibulin-like extracellular matrix protein 1 (extracellular protein s1-5) (fibrillin-like protein) (fibulin-3) (fibl-3),None,EFEMP1,0,T4,0.1,0.6189501936966305
egf-containing fibulin-like extracellular matrix protein 2 (fibulin-4) (fibl-4) (protein uph1),None,EFEMP2,0,T4,0.1,0.6473253815768426
ef-hand domain-containing protein 1 (myoclonin-1),None,EFHC1,0,T4,0.1,0.7575520252309226
elongation factor-like gtpase 1 (elongation factor tu gtp-binding domain-containing protein 1) (elongation factor-like 1) (protein fam42a),None,EFL1,0,T4,0.1,0.5604642914410242
ephrin-b1 (efl-3) (elk ligand) (elk-l) (eph-related receptor tyrosine kinase ligand 2) (lerk-2) [cleaved into: ephrin-b1 c-terminal fragment (ephrin-b1 ctf); ephrin-b1 intracellular domain (ephrin-b1 icd)],None,EFNB1,0,T4,0.1,0.8201459403131355
protein efr3 homolog a (protein efr3-like),None,EFR3A,0,T4,0.1,0.4883702447540664
pro-epidermal growth factor (egf) [cleaved into: epidermal growth factor (urogastrone)],None,EGF,0,T4,0.1,0.89520052991839
egl nine homolog 1 (ec 1.14.11.29) (hypoxia-inducible factor prolyl hydroxylase 2) (hif-ph2) (hif-prolyl hydroxylase 2) (hph-2) (prolyl hydroxylase domain-containing protein 2) (phd2) (sm-20),None,EGLN1,0,T4,0.1,1.0994605106188302
e3 sumo-protein ligase egr2 (ec 2.3.2.-) (at591) (e3 sumo-protein transferase erg2) (early growth response protein 2) (egr-2) (zinc finger protein krox-20),None,EGR2,0,T4,0.1,0.8531428697812814
eh domain-binding protein 1,None,EHBP1,0,T4,0.1,0.5458865680259678
"peroxisomal bifunctional enzyme (pbe) (pbfe) (l-bifunctional protein) (lbp) (multifunctional enzyme 1) (mfe1) [includes: enoyl-coa hydratase/3,2-trans-enoyl-coa isomerase (ec 4.2.1.17) (ec 5.3.3.8); 3-hydroxyacyl-coa dehydrogenase (ec 1.1.1.35)]",None,EHHADH,0,T4,0.1,0.7322834262462764
histone-lysine n-methyltransferase ehmt1 (ec 2.1.1.-) (ec 2.1.1.367) (euchromatic histone-lysine n-methyltransferase 1) (eu-hmtase1) (g9a-like protein 1) (glp) (glp1) (histone h3-k9 methyltransferase 5) (h3-k9-hmtase 5) (lysine n-methyltransferase 1d),None,EHMT1,0,T4,0.1,0.8067479299118722
etoposide-induced protein 2.4 homolog (p53-induced gene 8 protein),None,EI24,0,T4,0.1,0.8189567907024841
eukaryotic translation initiation factor 4h (eif-4h) (williams-beuren syndrome chromosomal region 1 protein),None,EIF4H,0,T4,0.1,0.5797040065419169
eukaryotic translation initiation factor 5a-1 (eif-5a-1) (eif-5a1) (eukaryotic initiation factor 5a isoform 1) (eif-5a) (rev-binding factor) (eif-4d),None,EIF5A,0,T4,0.1,0.6410269875529705
zinc phosphodiesterase elac protein 2 (ec 3.1.26.11) (elac homolog protein 2) (heredity prostate cancer protein 2) (ribonuclease z 2) (rnase z 2) (trna 3 endonuclease 2) (trnase z 2),None,ELAC2,0,T4,0.1,0.6277159980679434
ets-related transcription factor elf-4 (e74-like factor 4) (myeloid elf-1-like factor),None,ELF4,0,T4,0.1,0.6129647021888962
engulfment and cell motility protein 2 (protein ced-12 homolog a) (hced-12a),None,ELMO2,0,T4,0.1,0.7489011225428014
elastin (tropoelastin),None,ELN,0,T4,0.1,0.8082257592703709
very long chain fatty acid elongase 1 (ec 2.3.1.199) (3-keto acyl-coa synthase elovl1) (elovl fatty acid elongase 1) (elovl fa elongase 1) (elongation of very long chain fatty acids protein 1) (very long chain 3-ketoacyl-coa synthase 1) (very long chain 3-oxoacyl-coa synthase 1),None,ELOVL1,0,T4,0.1,0.5924097244759102
very long chain fatty acid elongase 4 (ec 2.3.1.199) (3-keto acyl-coa synthase elovl4) (elovl fatty acid elongase 4) (elovl fa elongase 4) (elongation of very long chain fatty acids protein 4) (very long chain 3-ketoacyl-coa synthase 4) (very long chain 3-oxoacyl-coa synthase 4),None,ELOVL4,0,T4,0.1,0.40055618750709154
very long chain fatty acid elongase 5 (ec 2.3.1.199) (3-keto acyl-coa synthase elovl5) (elovl fatty acid elongase 5) (elovl fa elongase 5) (elongation of very long chain fatty acids protein 5) (fatty acid elongase 1) (helo1) (very long chain 3-ketoacyl-coa synthase 5) (very long chain 3-oxoacyl-coa synthase 5),None,ELOVL5,0,T4,0.1,0.6985523511642425
elongator complex protein 1 (elp1) (ikappab kinase complex-associated protein) (ikk complex-associated protein) (p150),"ELP4,ELP3,ELP1,ELP2,ELP5,ELP6",ELP1,0,T4,0.1,0.6776835433456694
emerin,None,EMD,0,T4,0.1,0.8458960847487597
echinoderm microtubule-associated protein-like 1 (emap-1) (huemap-1),None,EML1,0,T4,0.1,0.6400286772785792
echinoderm microtubule-associated protein-like 4 (emap-4) (restrictedly overexpressed proliferation-associated protein) (ropp 120),None,EML4,0,T4,0.1,0.8343083342298753
epithelial membrane protein 2 (emp-2) (protein xmp),None,EMP2,0,T4,0.1,0.5415526132825398
homeobox protein emx2 (empty spiracles homolog 2) (empty spiracles-like protein 2),None,EMX2,0,T4,0.1,0.5876297966528615
homeobox protein engrailed-1 (homeobox protein en-1) (hu-en-1),None,EN1,0,T4,0.1,0.5354151966745488
homeobox protein engrailed-2 (homeobox protein en-2) (hu-en-2),None,EN2,0,T4,0.1,0.44975153714163263
endoglin (cd antigen cd105),None,ENG,0,T4,0.1,0.8426420334877742
beta-enolase (ec 4.2.1.11) (2-phospho-d-glycerate hydro-lyase) (enolase 3) (muscle-specific enolase) (mse) (skeletal muscle enolase),None,ENO3,0,T4,0.1,0.6700562991710372
eomesodermin homolog (t-box brain protein 2) (t-brain-2) (tbr-2),None,EOMES,0,T4,0.1,0.728144004063373
protein 4.1 (p4.1) (4.1r) (band 4.1) (epb4.1) (erythrocyte membrane protein band 4.1),None,EPB41,0,T4,0.1,0.6678761111718251
band 4.1-like protein 1 (erythrocyte membrane protein band 4.1-like 1) (neuronal protein 4.1) (4.1n),None,EPB41L1,0,T4,0.1,0.670883401343322
protein 4.2 (p4.2) (erythrocyte membrane protein band 4.2) (erythrocyte protein 4.2),None,EPB42,0,T4,0.1,0.7625121701633913
epithelial cell adhesion molecule (ep-cam) (adenocarcinoma-associated antigen) (cell surface glycoprotein trop-1) (epithelial cell surface antigen) (epithelial glycoprotein) (egp) (epithelial glycoprotein 314) (egp314) (hegp314) (ks 1/4 antigen) (ksa) (major gastrointestinal tumor-associated protein ga733-2) (tumor-associated calcium signal transducer 1) (cd antigen cd326),None,EPCAM,0,T4,0.1,0.8417896804922691
ectopic p granules protein 5 homolog,None,EPG5,0,T4,0.1,0.4027305876443523
epoxide hydrolase 1 (ec 3.3.2.9) (epoxide hydratase) (microsomal epoxide hydrolase) (meh),None,EPHX1,0,T4,0.1,0.9189230691114749
laforin (ec 3.1.3.-) (ec 3.1.3.16) (ec 3.1.3.48) (glucan phosphatase) (glycogen phosphatase) (lafora ptpase) (lafptpase),None,EPM2A,0,T4,0.1,0.6782433220743169
erythropoietin (epoetin),None,EPO,0,T4,0.1,0.8870432362256344
erythropoietin receptor (epo-r),None,EPOR,0,T4,0.1,0.8040410556988785
epidermal growth factor receptor kinase substrate 8,None,EPS8,0,T4,0.1,0.7809188437105504
epidermal growth factor receptor kinase substrate 8-like protein 2 (eps8-like protein 2) (epidermal growth factor receptor pathway substrate 8-related protein 2) (eps8-related protein 2),None,EPS8L2,0,T4,0.1,0.5997302953089055
epidermal growth factor receptor substrate 15 (protein eps15) (protein af-1p),None,EPS15,0,T4,0.1,0.7517734939579356
eosinophil peroxidase (epo) (ec 1.11.1.7) [cleaved into: eosinophil peroxidase light chain; eosinophil peroxidase heavy chain],None,EPX,0,T4,0.1,0.6087255196329311
"gtpase era, mitochondrial (h-era) (hera) (conserved era-like gtpase) (cega) (era-w) (era-like protein 1)",None,ERAL1,0,T4,0.1,0.5049023293253013
elks/rab6-interacting/cast family member 1 (erc-1) (rab6-interacting protein 2),None,ERC1,0,T4,0.1,0.7091043084273181
dna excision repair protein ercc-5 (ec 3.1.-.-) (dna repair protein complementing xp-g cells) (xpg) (xeroderma pigmentosum group g-complementing protein),None,ERCC5,0,T4,0.1,1.0466506733365073
dna excision repair protein ercc-6-like 2 (ec 3.6.4.-) (dna repair and recombination protein rad26-like),None,ERCC6L2,0,T4,0.1,0.6149344571430753
ets domain-containing transcription factor erf (ets2 repressor factor) (pe-2),None,ERF,0,T4,0.1,0.7163959954182938
endoplasmic reticulum-golgi intermediate compartment protein 1 (er-golgi intermediate compartment 32 kda protein) (ergic-32),None,ERGIC1,0,T4,0.1,0.5313293726414577
endoplasmic reticulum membrane-associated rna degradation protein (er membrane-associated rna degradation protein),None,ERMARD,0,T4,0.1,0.6828730679461223
n-acetyltransferase esco2 (ec 2.3.1.-) (establishment factor-like protein 2) (efo2) (efo2p) (hefo2) (establishment of cohesion 1 homolog 2) (eco1 homolog 2),None,ESCO2,0,T4,0.1,0.8425859472272214
espin (autosomal recessive deafness type 36 protein) (ectoplasmic specialization protein),None,ESPN,0,T4,0.1,0.5182091358311157
epithelial splicing regulatory protein 1 (rna-binding motif protein 35a) (rna-binding protein 35a),None,ESRP1,0,T4,0.1,0.6531028353142848
"electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial (etf-qo) (etf-ubiquinone oxidoreductase) (ec 1.5.5.1) (electron-transferring-flavoprotein dehydrogenase) (etf dehydrogenase)",None,ETFDH,0,T4,0.1,0.6706869110290907
"persulfide dioxygenase ethe1, mitochondrial (ec 1.13.11.18) (ethylmalonic encephalopathy protein 1) (hepatoma subtracted clone one protein) (sulfur dioxygenase ethe1)",None,ETHE1,0,T4,0.1,0.6580062766471468
ets translocation variant 1 (ets-related protein 81),None,ETV1,0,T4,0.1,0.8366558046028134
transcription factor etv6 (ets translocation variant 6) (ets-related protein tel1) (tel),None,ETV6,0,T4,0.1,0.8593322337516897
evc complex member evc (dwf-1) (ellis-van creveld syndrome protein),None,EVC,0,T4,0.1,0.6760890066485337
limbin (ellis-van creveld syndrome protein 2) (evc2),None,EVC2,0,T4,0.1,0.6484217674188326
ecotropic viral integration site 5 protein homolog (evi-5) (neuroblastoma stage 4s gene protein),None,EVI5,0,T4,0.1,0.8135391184079391
rna-binding protein ews (ews oncogene) (ewing sarcoma breakpoint region 1 protein),None,EWSR1,0,T4,0.1,0.8240298416829961
exophilin-5 (synaptotagmin-like protein homolog lacking c2 domains b) (slac2-b) (slp homolog lacking c2 domains b),None,EXPH5,0,T4,0.1,0.5218355429482109
exostosin-like 3 (ec 2.4.1.223) (ext-related protein 1) (glucuronyl-galactosyl-proteoglycan 4-alpha-n-acetylglucosaminyltransferase) (hereditary multiple exostoses gene isolog) (multiple exostosis-like protein 3) (putative tumor suppressor protein extl3),None,EXTL3,0,T4,0.1,0.49066752304457456
eyes absent homolog 1 (ec 3.1.3.16) (ec 3.1.3.48),None,EYA1,0,T4,0.1,0.7233044123572867
eyes absent homolog 4 (ec 3.1.3.48),None,EYA4,0,T4,0.1,0.6388745783915584
protein eyes shut homolog (epidermal growth factor-like protein 10) (egf-like protein 10) (epidermal growth factor-like protein 11) (egf-like protein 11) (protein spacemaker homolog),None,EYS,0,T4,0.1,0.6222533232728016
coagulation factor viii,None,F8A1,0,T4,0.1,0.7031423708242965
40-kda huntingtin-associated protein (hap40) (cpg island protein) (factor viii intron 22 protein),None,F8A2,0,T4,0.1,0.62501543328724
40-kda huntingtin-associated protein (hap40) (cpg island protein) (factor viii intron 22 protein),None,F8A3,0,T4,0.1,0.7541797925954788
fatty acid 2-hydroxylase (ec 1.14.18.-) (fatty acid alpha-hydroxylase) (fatty acid hydroxylase domain-containing protein 1),None,FA2H,0,T4,0.1,0.36589011552740025
fumarylacetoacetase (faa) (ec 3.7.1.2) (beta-diketonase) (fumarylacetoacetate hydrolase),None,FAH,0,T4,0.1,0.6616034694553867
pseudokinase fam20a,None,FAM20A,0,T4,0.1,0.6457820940289091
extracellular serine/threonine protein kinase fam20c (ec 2.7.11.1) (dentin matrix protein 4) (dmp-4) (golgi casein kinase) (golgi-enriched fraction casein kinase) (gef-ck),None,FAM20C,0,T4,0.1,0.7049889138339233
protein fam83d (spindle protein chica),None,FAM83D,0,T4,0.1,0.7932419388554931
protein fam83h,None,FAM83H,0,T4,0.1,0.614706714083451
protein fam161a,None,FAM161A,0,T4,0.1,0.5971212058030448
fanconi-associated nuclease 1 (ec 3.1.21.-) (ec 3.1.4.1) (fancd2/fanci-associated nuclease 1) (hfan1) (myotubularin-related protein 15),None,FAN1,0,T4,0.1,0.6107002274428515
fatty acyl-coa reductase 1 (ec 1.2.1.84) (male sterility domain-containing protein 2),None,FAR1,0,T4,0.1,0.5410432709420853
"phenylalanine--trna ligase, mitochondrial (ec 6.1.1.20) (phenylalanyl-trna synthetase) (phers)",None,FARS2,0,T4,0.1,0.6358385145442496
tumor necrosis factor receptor superfamily member 6 (apo-1 antigen) (apoptosis-mediating surface antigen fas) (faslg receptor) (cd antigen cd95),None,FAS,0,T4,0.1,0.8892757531255696
"tumor necrosis factor ligand superfamily member 6 (apoptosis antigen ligand) (aptl) (cd95 ligand) (cd95-l) (fas antigen ligand) (fas ligand) (fasl) (cd antigen cd178) [cleaved into: tumor necrosis factor ligand superfamily member 6, membrane form; tumor necrosis factor ligand superfamily member 6, soluble form (receptor-binding fasl ectodomain) (soluble fas ligand) (sfasl); adam10-processed fasl form (apl); fasl intracellular domain (fasl icd) (sppl2a-processed fasl form) (spa)]",None,FASLG,0,T4,0.1,0.8806304848898749
"fast kinase domain-containing protein 2, mitochondrial",None,FASTKD2,0,T4,0.1,0.5665373397658239
protocadherin fat 2 (hfat2) (cadherin family member 8) (multiple epidermal growth factor-like domains protein 1) (multiple egf-like domains protein 1),None,FAT2,0,T4,0.1,0.6506080255982571
protocadherin fat 4 (hfat4) (cadherin family member 14) (fat tumor suppressor homolog 4) (fat-like cadherin protein fat-j),None,FAT4,0,T4,0.1,0.7342524871952836
fibulin-1 (fibl-1),None,FBLN1,0,T4,0.1,0.7108708256232197
fibulin-5 (fibl-5) (developmental arteries and neural crest egf-like protein) (dance) (urine p50 protein) (up50),None,FBLN5,0,T4,0.1,0.6176225377371999
fibrillin-1 [cleaved into: asprosin],None,FBN1,0,T4,0.1,0.6911695417030876
fibrillin-2 [cleaved into: placensin],None,FBN2,0,T4,0.1,0.6254555325529816
"fructose-1,6-bisphosphatase 1 (fbpase 1) (ec 3.1.3.11) (d-fructose-1,6-bisphosphate 1-phosphohydrolase 1) (liver fbpase)",None,FBP1,0,T4,0.1,0.7344861840233846
"fructose-1,6-bisphosphatase isozyme 2 (fbpase 2) (ec 3.1.3.11) (d-fructose-1,6-bisphosphate 1-phosphohydrolase 2) (muscle fbpase)",None,FBP2,0,T4,0.1,0.62811171367645
low affinity immunoglobulin gamma fc region receptor ii-b (igg fc receptor ii-b) (cdw32) (fc-gamma rii-b) (fc-gamma-riib) (fcrii-b) (cd antigen cd32),None,FCGR2B,0,T4,0.1,0.7893398527430595
low affinity immunoglobulin gamma fc region receptor iii-a (igg fc receptor iii-a) (cd16-ii) (cd16a antigen) (fc-gamma riii-alpha) (fc-gamma riii) (fc-gamma riiia) (fcriii) (fcriiia) (fcgammariiia) (fcr-10) (igg fc receptor iii-2) (cd antigen cd16a),None,FCGR3A,0,T4,0.1,0.7872418999583152
f-bar domain only protein 1,None,FCHO1,0,T4,0.1,0.7022614800099968
fc receptor-like protein 3 (fcr-like protein 3) (fcrl3) (fc receptor homolog 3) (fcrh3) (ifgp family protein 3) (hifgp3) (immune receptor translocation-associated protein 3) (maia) (sh2 domain-containing phosphatase anchor protein 2) (cd antigen cd307c),None,FCRL3,0,T4,0.1,0.6482411263783183
fc receptor-like protein 4 (fcr-like protein 4) (fcrl4) (fc receptor homolog 4) (fcrh4) (ifgp family protein 2) (hifgp2) (immune receptor translocation-associated protein 1) (cd antigen cd307d),None,FCRL4,0,T4,0.1,0.5063730813130106
fc receptor-like protein 5 (fcr-like protein 5) (fcrl5) (bxmas1) (fc receptor homolog 5) (fcrh5) (immune receptor translocation-associated protein 2) (cd antigen cd307e),None,FCRL5,0,T4,0.1,0.4822628955869412
squalene synthase (sqs) (ss) (ec 2.5.1.21) (fpp:fpp farnesyltransferase) (farnesyl-diphosphate farnesyltransferase) (farnesyl-diphosphate farnesyltransferase 1),None,FDFT1,0,T4,0.1,0.7954337343490571
"farnesyl pyrophosphate synthase (fpp synthase) (fps) (ec 2.5.1.10) ((2e,6e)-farnesyl diphosphate synthase) (dimethylallyltranstransferase) (ec 2.5.1.1) (farnesyl diphosphate synthase) (geranyltranstransferase)",None,FDPS,0,T4,0.1,0.6449807796498077
"nadph:adrenodoxin oxidoreductase, mitochondrial (ar) (adrenodoxin reductase) (ec 1.18.1.6) (ferredoxin--nadp(+) reductase) (ferredoxin reductase)",None,FDXR,0,T4,0.1,0.7295470035062053
fermitin family homolog 1 (kindlerin) (kindlin syndrome protein) (kindlin-1) (unc-112-related protein 1),None,FERMT1,0,T4,0.1,0.578719098848368
fermitin family homolog 3 (kindlin-3) (mig2-like protein) (unc-112-related protein 2),None,FERMT3,0,T4,0.1,0.6280877787220782
protein fev (fifth ewing variant protein) (pc12 ets domain-containing transcription factor 1) (pc12 ets factor 1) (pet-1),None,FEV,0,T4,0.1,0.786661903561545
fez family zinc finger protein 1 (zinc finger protein 312b),None,FEZF1,0,T4,0.1,0.5993949814071693
"fyve, rhogef and ph domain-containing protein 1 (faciogenital dysplasia 1 protein) (rho/rac guanine nucleotide exchange factor fgd1) (rho/rac gef) (zinc finger fyve domain-containing protein 3)",None,FGD1,0,T4,0.1,0.5856320309814601
"fyve, rhogef and ph domain-containing protein 4 (actin filament-binding protein frabin) (fgd1-related f-actin-binding protein) (zinc finger fyve domain-containing protein 6)",None,FGD4,0,T4,0.1,0.537421240314767
fibroblast growth factor 3 (fgf-3) (heparin-binding growth factor 3) (hbgf-3) (proto-oncogene int-2),None,FGF3,0,T4,0.1,0.8903747870941996
fibroblast growth factor 5 (fgf-5) (heparin-binding growth factor 5) (hbgf-5) (smag-82),None,FGF5,0,T4,0.1,0.8800303850076685
fibroblast growth factor 8 (fgf-8) (androgen-induced growth factor) (aigf) (heparin-binding growth factor 8) (hbgf-8),None,FGF8,0,T4,0.1,0.8850700977749463
fibroblast growth factor 9 (fgf-9) (glia-activating factor) (gaf) (heparin-binding growth factor 9) (hbgf-9),None,FGF9,0,T4,0.1,0.8792205057382309
fibroblast growth factor 10 (fgf-10) (keratinocyte growth factor 2),None,FGF10,0,T4,0.1,0.8750729479048894
fibroblast growth factor 12 (fgf-12) (fibroblast growth factor homologous factor 1) (fhf-1) (myocyte-activating factor),None,FGF12,0,T4,0.1,0.8151176068532043
fibroblast growth factor 13 (fgf-13) (fibroblast growth factor homologous factor 2) (fhf-2),None,FGF13,0,T4,0.1,0.8956709332865753
fibroblast growth factor 14 (fgf-14) (fibroblast growth factor homologous factor 4) (fhf-4),None,FGF14,0,T4,0.1,0.7921367877651737
fibroblast growth factor 16 (fgf-16),None,FGF16,0,T4,0.1,0.8958475088734826
fibroblast growth factor 17 (fgf-17),None,FGF17,0,T4,0.1,0.8942988115192095
fibroblast growth factor 20 (fgf-20),None,FGF20,0,T4,0.1,0.8923952928668233
fibroblast growth factor 23 (fgf-23) (phosphatonin) (tumor-derived hypophosphatemia-inducing factor) [cleaved into: fibroblast growth factor 23 n-terminal peptide; fibroblast growth factor 23 c-terminal peptide],None,FGF23,0,T4,0.1,0.847075210237112
fgfr1 oncogene partner 2,None,FGFR1OP2,0,T4,0.1,0.7993163445889284
fggy carbohydrate kinase domain-containing protein (d-ribulokinase fggy) (ec 2.7.1.47),None,FGGY,0,T4,0.1,0.7242502753754312
"fumarate hydratase, mitochondrial (fumarase) (hsfh) (ec 4.2.1.2)",None,FH,0,T4,0.1,0.7233929658206107
"bis(5'-adenosyl)-triphosphatase (ec 3.6.1.29) (ap3a hydrolase) (ap3aase) (adenosine 5'-monophosphoramidase fhit) (ec 3.9.1.-) (adenylylsulfatase) (ec 3.6.2.1) (adenylylsulfate-ammonia adenylyltransferase) (ec 2.7.7.51) (diadenosine 5',5'''-p1,p3-triphosphate hydrolase) (dinucleosidetriphosphatase) (fragile histidine triad protein)",None,FHIT,0,T4,0.1,0.8143240833209835
four and a half lim domains protein 1 (fhl-1) (skeletal muscle lim-protein 1) (slim) (slim-1),None,FHL1,0,T4,0.1,0.8088478850335039
acidic fibroblast growth factor intracellular-binding protein (afgf intracellular-binding protein) (fgf-1 intracellular-binding protein),None,FIBP,0,T4,0.1,0.6701557759535891
"polyphosphoinositide phosphatase (ec 3.1.3.-) (ec 3.1.3.36) (ec 3.1.3.86) (phosphatidylinositol 3,5-bisphosphate 5-phosphatase) (sac domain-containing protein 3) (serine-protein phosphatase fig4) (ec 3.1.3.16)",None,FIG4,0,T4,0.1,0.7054389795268682
factor in the germline alpha (figalpha) (class c basic helix-loop-helix protein 8) (bhlhc8) (folliculogenesis-specific basic helix-loop-helix protein) (transcription factor figa),None,FIGLA,0,T4,0.1,0.5328702465024265
inactive peptidyl-prolyl cis-trans isomerase fkbp6 (inactive ppiase fkbp6) (36 kda fk506-binding protein) (36 kda fkbp) (fkbp-36) (fk506-binding protein 6) (fkbp-6) (immunophilin fkbp36),None,FKBP6,0,T4,0.1,0.5977322251199132
peptidyl-prolyl cis-trans isomerase fkbp10 (ppiase fkbp10) (ec 5.2.1.8) (65 kda fk506-binding protein) (65 kda fkbp) (fkbp-65) (fk506-binding protein 10) (fkbp-10) (immunophilin fkbp65) (rotamase),None,FKBP10,0,T4,0.1,0.5379075707635764
fad synthase (ec 2.7.7.2) (fad pyrophosphorylase) (fmn adenylyltransferase) (flavin adenine dinucleotide synthase) [includes: molybdenum cofactor biosynthesis protein-like region; fad synthase region],None,FLAD1,0,T4,0.1,0.7183686358472692
filaggrin,None,FLG,0,T4,0.1,0.4248563935799212
filaggrin-2 (flg-2) (intermediate filament-associated and psoriasis-susceptibility protein) (ifapsoriasin),None,FLG2,0,T4,0.1,0.4206831119338512
friend leukemia integration 1 transcription factor (proto-oncogene fli-1) (transcription factor ergb),None,FLI1,0,T4,0.1,1.1312805830653438
filamin-b (fln-b) (abp-278) (abp-280 homolog) (actin-binding-like protein) (beta-filamin) (filamin homolog 1) (fh1) (filamin-3) (thyroid autoantigen) (truncated actin-binding protein) (truncated abp),None,FLNB,0,T4,0.1,0.7393620783716945
filamin-c (fln-c) (flnc) (abp-280-like protein) (abp-l) (actin-binding-like protein) (filamin-2) (gamma-filamin),None,FLNC,0,T4,0.1,0.7103269067029825
leucine-rich repeat transmembrane protein flrt3 (fibronectin-like domain-containing leucine-rich transmembrane protein 3),None,FLRT3,0,T4,0.1,0.566532856724643
heme transporter flvcr1 (feline leukemia virus subgroup c receptor-related protein 1) (feline leukemia virus subgroup c receptor) (hflvcr),None,FLVCR1,0,T4,0.1,0.5491904379634839
formin-2,None,FMN2,0,T4,0.1,0.7772250850819649
formin-binding protein 1 (formin-binding protein 17) (hfbp17),None,FNBP1,0,T4,0.1,0.6498721719883757
forkhead box protein c1 (forkhead-related protein fkhl7) (forkhead-related transcription factor 3) (freac-3),None,FOXC1,0,T4,0.1,0.8474798265029838
forkhead box protein c2 (forkhead-related protein fkhl14) (mesenchyme fork head protein 1) (mfh-1 protein) (transcription factor fkh-14),None,FOXC2,0,T4,0.1,0.6096207408296106
forkhead box protein d3 (hnf3/fh transcription factor genesis),None,FOXD3,0,T4,0.1,0.7219687448350663
forkhead box protein e1 (forkhead box protein e2) (forkhead-related protein fkhl15) (hfkh4) (hnf-3/fork head-like protein 5) (hfkl5) (thyroid transcription factor 2) (ttf-2),None,FOXE1,0,T4,0.1,0.7466826823347484
forkhead box protein e3 (forkhead-related protein fkhl12) (forkhead-related transcription factor 8) (freac-8),None,FOXE3,0,T4,0.1,0.5220161844236525
forkhead box protein f1 (forkhead-related activator 1) (freac-1) (forkhead-related protein fkhl5) (forkhead-related transcription factor 1),None,FOXF1,0,T4,0.1,0.8383447462784324
forkhead box protein g1 (brain factor 1) (bf-1) (bf1) (brain factor 2) (bf-2) (bf2) (hbf-2) (forkhead box protein g1a) (forkhead box protein g1b) (forkhead box protein g1c) (forkhead-related protein fkhl1) (hfk1) (forkhead-related protein fkhl2) (hfk2) (forkhead-related protein fkhl3) (hfk3),None,FOXG1,0,T4,0.1,0.7622694356409326
forkhead box protein j1 (forkhead-related protein fkhl13) (hepatocyte nuclear factor 3 forkhead homolog 4) (hfh-4),None,FOXJ1,0,T4,0.1,0.5375337051153278
forkhead box protein l2,None,FOXL2,0,T4,0.1,0.8492560829709198
forkhead box protein n1 (winged-helix transcription factor nude),None,FOXN1,0,T4,0.1,0.6603911908339702
forkhead box protein o4 (fork head domain transcription factor afx1),None,FOXO4,0,T4,0.1,0.9917053531517955
forkhead box protein p1 (mac-1-regulated forkhead) (mfh),None,FOXP1,0,T4,0.1,0.7989947012826447
forkhead box protein p2 (cag repeat protein 44) (trinucleotide repeat-containing gene 10 protein),None,FOXP2,0,T4,0.1,0.6494108886111868
"forkhead box protein p3 (scurfin) [cleaved into: forkhead box protein p3, c-terminally processed; forkhead box protein p3 41 kda form]",None,FOXP3,0,T4,0.1,0.8835480523272626
forkhead box protein r1 (forkhead box protein n5),None,FOXR1,0,T4,0.1,0.7827454690408379
fad-dependent oxidoreductase domain-containing protein 1 (ec 1.-.-.-),None,FOXRED1,0,T4,0.1,0.5083334424211639
fras1-related extracellular matrix protein 1 (protein qbrick),None,FREM1,0,T4,0.1,0.43903673478473876
protein frg1 (fshd region gene 1 protein),None,FRG1,0,T4,0.1,0.556938746559518
ferm domain-containing protein 4a,None,FRMD4A,0,T4,0.1,0.5552290814279366
ferm domain-containing protein 7,None,FRMD7,0,T4,0.1,0.5308644796589622
ferm and pdz domain-containing protein 4 (pdz domain-containing protein 10) (psd-95-interacting regulator of spine morphogenesis) (preso),None,FRMPD4,0,T4,0.1,0.4863688556537534
domon domain-containing protein frrs1l (brain protein cg-6) (ferric-chelate reductase 1-like protein),None,FRRS1L,0,T4,0.1,0.4877200588591601
protein furry homolog-like (all1-fused gene from chromosome 4p12 protein),None,FRYL,0,T4,0.1,0.7452827891587043
secreted frizzled-related protein 3 (sfrp-3) (frezzled) (fritz) (frizzled-related protein 1) (frzb-1),None,FRZB,0,T4,0.1,0.5095121433309987
fascin-2 (retinal fascin),None,FSCN2,0,T4,0.1,0.6281312193535898
follicle-stimulating hormone receptor (fsh-r) (follitropin receptor),None,FSHR,0,T4,0.1,0.7920515372080319
fibrous sheath-interacting protein 2,None,FSIP2,0,T4,0.1,0.45830678099150535
follistatin-related protein 3 (follistatin-like protein 3) (follistatin-related gene protein),None,FSTL3,0,T4,0.1,0.6498808171796847
formimidoyltransferase-cyclodeaminase (formiminotransferase-cyclodeaminase) (ftcd) (lchc1) [includes: glutamate formimidoyltransferase (ec 2.1.2.5) (glutamate formiminotransferase) (glutamate formyltransferase); formimidoyltetrahydrofolate cyclodeaminase (ec 4.3.1.4) (formiminotetrahydrofolate cyclodeaminase)],None,FTCD,0,T4,0.1,0.6163316316667576
"ferritin heavy chain (ferritin h subunit) (ec 1.16.3.1) (cell proliferation-inducing gene 15 protein) [cleaved into: ferritin heavy chain, n-terminally processed]",None,FTH1,0,T4,0.1,0.7644420779802518
